Tissue	Cluster_ID	Annotation
iPSC	iPSC_203	eGene,caPeak
iPSC	iPSC_204	eGene,caPeak
iPSC	iPSC_205	eGene,caPeak
iPSC	iPSC_206	eGene
iPSC	iPSC_207	eGene,haPeak
iPSC	iPSC_208	eGene,caPeak,haPeak
iPSC	iPSC_209	eGene,caPeak,haPeak
iPSC	iPSC_21	eGene,caPeak,haPeak
iPSC	iPSC_210	eGene,caPeak,haPeak
iPSC	iPSC_211	eGene
iPSC	iPSC_212	eGene,caPeak,haPeak
iPSC	iPSC_213	eGene,caPeak
iPSC	iPSC_214	eGene,caPeak
iPSC	iPSC_215	eGene,caPeak
iPSC	iPSC_216	eGene,caPeak
iPSC	iPSC_217	eGene,caPeak
iPSC	iPSC_218	eGene,caPeak,haPeak
iPSC	iPSC_219	eGene,caPeak,haPeak
iPSC	iPSC_22	eGene
iPSC	iPSC_220	eGene,caPeak
iPSC	iPSC_221	eGene,haPeak
iPSC	iPSC_222	eGene,caPeak
iPSC	iPSC_223	eGene,caPeak
iPSC	iPSC_224	eGene,caPeak
iPSC	iPSC_225	eGene,caPeak
iPSC	iPSC_226	eGene,caPeak,haPeak
iPSC	iPSC_227	eGene,caPeak
iPSC	iPSC_228	eGene,caPeak,haPeak
iPSC	iPSC_229	eGene,caPeak
iPSC	iPSC_23	eGene,caPeak
iPSC	iPSC_230	eGene,caPeak
iPSC	iPSC_231	eGene,caPeak
iPSC	iPSC_232	eGene
iPSC	iPSC_233	eGene,caPeak
iPSC	iPSC_234	eGene,caPeak
iPSC	iPSC_235	eGene,caPeak,haPeak
iPSC	iPSC_236	eGene
iPSC	iPSC_237	eGene,caPeak
iPSC	iPSC_238	eGene
iPSC	iPSC_239	eGene,caPeak
iPSC	iPSC_24	eGene,caPeak
iPSC	iPSC_240	eGene
iPSC	iPSC_241	eGene,caPeak
iPSC	iPSC_242	eGene,caPeak
iPSC	iPSC_243	eGene
iPSC	iPSC_244	eGene,caPeak
iPSC	iPSC_245	eGene,caPeak
iPSC	iPSC_246	eGene,caPeak
iPSC	iPSC_247	eGene,caPeak
iPSC	iPSC_248	eGene
iPSC	iPSC_249	eGene,caPeak
iPSC	iPSC_25	eGene,caPeak
iPSC	iPSC_250	eGene,caPeak
iPSC	iPSC_251	eGene,caPeak
iPSC	iPSC_252	eGene,caPeak
iPSC	iPSC_253	eGene,caPeak,haPeak
iPSC	iPSC_254	eGene,caPeak
iPSC	iPSC_255	eGene
iPSC	iPSC_256	eGene,haPeak
iPSC	iPSC_257	eGene,caPeak
iPSC	iPSC_258	eGene
iPSC	iPSC_259	eGene,haPeak
iPSC	iPSC_26	eGene,caPeak,haPeak
iPSC	iPSC_260	eGene,caPeak
iPSC	iPSC_261	eGene
iPSC	iPSC_262	eGene
iPSC	iPSC_263	eGene,caPeak
iPSC	iPSC_264	eGene,caPeak
iPSC	iPSC_265	eGene,caPeak
iPSC	iPSC_266	eGene,caPeak
iPSC	iPSC_267	eGene,caPeak
iPSC	iPSC_268	eGene
iPSC	iPSC_269	eGene,caPeak,haPeak
iPSC	iPSC_27	eGene,caPeak
iPSC	iPSC_270	eGene,caPeak
iPSC	iPSC_271	eGene,caPeak
iPSC	iPSC_272	eGene,caPeak,haPeak
iPSC	iPSC_273	eGene,caPeak
iPSC	iPSC_274	eGene,caPeak
iPSC	iPSC_275	eGene,caPeak
iPSC	iPSC_276	eGene,caPeak
iPSC	iPSC_277	eGene,caPeak,haPeak
iPSC	iPSC_278	eGene
iPSC	iPSC_279	eGene,caPeak
iPSC	iPSC_28	eGene,caPeak
iPSC	iPSC_280	eGene,caPeak
iPSC	iPSC_281	eGene,caPeak,haPeak
iPSC	iPSC_282	eGene,caPeak
iPSC	iPSC_283	eGene,caPeak
iPSC	iPSC_284	eGene,caPeak
iPSC	iPSC_285	eGene,caPeak
iPSC	iPSC_286	eGene,caPeak
iPSC	iPSC_287	eGene
iPSC	iPSC_288	eGene,caPeak
iPSC	iPSC_289	eGene
iPSC	iPSC_29	eGene,caPeak,haPeak
iPSC	iPSC_290	eGene,caPeak
iPSC	iPSC_291	eGene,caPeak,haPeak
iPSC	iPSC_292	eGene,caPeak
iPSC	iPSC_293	eGene,caPeak,haPeak
iPSC	iPSC_294	eGene,caPeak
iPSC	iPSC_295	eGene,caPeak
iPSC	iPSC_296	eGene,caPeak
iPSC	iPSC_297	eGene,caPeak
iPSC	iPSC_298	eGene,caPeak
iPSC	iPSC_299	eGene
iPSC	iPSC_3	eGene,caPeak
iPSC	iPSC_30	caPeak,haPeak
iPSC	iPSC_300	eGene,caPeak,haPeak
iPSC	iPSC_301	eGene
iPSC	iPSC_302	eGene
iPSC	iPSC_303	eGene
iPSC	iPSC_304	eGene,caPeak
iPSC	iPSC_305	eGene,caPeak
iPSC	iPSC_306	eGene,caPeak
iPSC	iPSC_307	eGene,caPeak
iPSC	iPSC_308	eGene,caPeak,haPeak
iPSC	iPSC_309	eGene,haPeak
iPSC	iPSC_31	eGene,caPeak,haPeak
iPSC	iPSC_310	eGene
iPSC	iPSC_311	eGene
iPSC	iPSC_312	eGene,haPeak
iPSC	iPSC_313	eGene,caPeak
iPSC	iPSC_314	eGene
iPSC	iPSC_315	eGene,caPeak
iPSC	iPSC_316	eGene,caPeak
iPSC	iPSC_317	eGene,caPeak
iPSC	iPSC_318	eGene,caPeak,haPeak
iPSC	iPSC_319	eGene,caPeak,haPeak
iPSC	iPSC_32	eGene,haPeak
iPSC	iPSC_320	eGene,caPeak
iPSC	iPSC_321	caPeak,haPeak
iPSC	iPSC_322	caPeak
iPSC	iPSC_323	caPeak,haPeak
iPSC	iPSC_324	caPeak,haPeak
iPSC	iPSC_325	caPeak,haPeak
iPSC	iPSC_326	caPeak
iPSC	iPSC_327	caPeak
iPSC	iPSC_328	caPeak,haPeak
iPSC	iPSC_329	caPeak,haPeak
iPSC	iPSC_33	eGene,caPeak,haPeak
iPSC	iPSC_330	caPeak,haPeak
iPSC	iPSC_331	caPeak
iPSC	iPSC_332	caPeak,haPeak
iPSC	iPSC_333	caPeak,haPeak
iPSC	iPSC_334	caPeak,haPeak
iPSC	iPSC_335	caPeak
iPSC	iPSC_336	caPeak
iPSC	iPSC_337	caPeak
iPSC	iPSC_338	caPeak
iPSC	iPSC_339	caPeak,haPeak
iPSC	iPSC_34	eGene,caPeak
iPSC	iPSC_340	caPeak
iPSC	iPSC_341	caPeak
iPSC	iPSC_342	caPeak
iPSC	iPSC_343	caPeak,haPeak
iPSC	iPSC_344	caPeak
iPSC	iPSC_345	caPeak
iPSC	iPSC_346	caPeak,haPeak
iPSC	iPSC_347	caPeak,haPeak
iPSC	iPSC_348	caPeak
iPSC	iPSC_349	caPeak
iPSC	iPSC_35	eGene,caPeak,haPeak
iPSC	iPSC_350	caPeak,haPeak
iPSC	iPSC_351	caPeak,haPeak
iPSC	iPSC_352	eGene
iPSC	iPSC_353	eGene
iPSC	iPSC_354	eGene
iPSC	iPSC_355	eGene,caPeak
iPSC	iPSC_356	eGene,caPeak
iPSC	iPSC_357	eGene,caPeak
iPSC	iPSC_358	eGene
iPSC	iPSC_359	eGene,caPeak
iPSC	iPSC_36	eGene,caPeak
iPSC	iPSC_360	eGene,caPeak
iPSC	iPSC_361	eGene,haPeak
iPSC	iPSC_362	eGene
iPSC	iPSC_363	eGene
iPSC	iPSC_364	eGene
iPSC	iPSC_365	eGene
iPSC	iPSC_366	eGene,caPeak
iPSC	iPSC_367	eGene
iPSC	iPSC_368	eGene,caPeak
iPSC	iPSC_369	eGene,caPeak
iPSC	iPSC_37	eGene,caPeak
iPSC	iPSC_370	eGene,caPeak
iPSC	iPSC_371	eGene
iPSC	iPSC_372	eGene
iPSC	iPSC_373	eGene,caPeak
iPSC	iPSC_374	eGene
iPSC	iPSC_375	eGene
iPSC	iPSC_376	eGene
iPSC	iPSC_377	eGene,caPeak
iPSC	iPSC_378	eGene
iPSC	iPSC_379	eGene,caPeak
iPSC	iPSC_38	eGene
iPSC	iPSC_380	eGene,haPeak
iPSC	iPSC_381	eGene,caPeak
iPSC	iPSC_382	eGene,caPeak
iPSC	iPSC_383	eGene,caPeak
iPSC	iPSC_384	eGene
iPSC	iPSC_385	eGene
iPSC	iPSC_386	eGene
iPSC	iPSC_387	eGene,caPeak
iPSC	iPSC_388	eGene,caPeak
iPSC	iPSC_389	eGene,caPeak
iPSC	iPSC_39	eGene,caPeak
iPSC	iPSC_390	eGene
iPSC	iPSC_391	eGene
iPSC	iPSC_392	eGene
iPSC	iPSC_393	eGene,caPeak
iPSC	iPSC_394	eGene,caPeak
iPSC	iPSC_395	eGene,haPeak
iPSC	iPSC_396	eGene
iPSC	iPSC_397	eGene
iPSC	iPSC_398	eGene,caPeak
iPSC	iPSC_399	eGene,caPeak
iPSC	iPSC_4	eGene,caPeak,haPeak
iPSC	iPSC_40	eGene,caPeak
iPSC	iPSC_400	eGene
iPSC	iPSC_401	eGene
iPSC	iPSC_402	eGene
iPSC	iPSC_403	eGene,caPeak
iPSC	iPSC_404	eGene
iPSC	iPSC_405	eGene,caPeak
iPSC	iPSC_406	eGene,caPeak
iPSC	iPSC_407	eGene
iPSC	iPSC_408	eGene
iPSC	iPSC_409	eGene
iPSC	iPSC_41	eGene
iPSC	iPSC_410	eGene,caPeak
iPSC	iPSC_411	eGene,caPeak
iPSC	iPSC_412	eGene,caPeak
iPSC	iPSC_413	eGene,caPeak
iPSC	iPSC_414	eGene,haPeak
iPSC	iPSC_415	eGene,caPeak
iPSC	iPSC_416	eGene,caPeak
iPSC	iPSC_417	eGene
iPSC	iPSC_418	eGene
iPSC	iPSC_419	eGene
iPSC	iPSC_42	eGene,caPeak
iPSC	iPSC_420	eGene,caPeak
iPSC	iPSC_421	eGene
iPSC	iPSC_422	eGene,caPeak
iPSC	iPSC_423	eGene,caPeak
iPSC	iPSC_424	eGene,caPeak
iPSC	iPSC_425	eGene,caPeak
iPSC	iPSC_426	eGene,caPeak
iPSC	iPSC_427	eGene
iPSC	iPSC_428	eGene,haPeak
iPSC	iPSC_429	eGene
iPSC	iPSC_43	eGene,caPeak,haPeak
iPSC	iPSC_430	eGene,caPeak
iPSC	iPSC_431	eGene,caPeak
iPSC	iPSC_432	eGene,caPeak
iPSC	iPSC_433	eGene,caPeak
iPSC	iPSC_434	eGene
iPSC	iPSC_435	eGene,caPeak
iPSC	iPSC_436	eGene,caPeak
iPSC	iPSC_437	eGene,caPeak
iPSC	iPSC_438	eGene
iPSC	iPSC_439	eGene
iPSC	iPSC_44	eGene,caPeak
iPSC	iPSC_440	eGene
iPSC	iPSC_441	eGene
iPSC	iPSC_442	eGene,caPeak
iPSC	iPSC_443	eGene
iPSC	iPSC_444	eGene
iPSC	iPSC_445	eGene
iPSC	iPSC_446	eGene,caPeak
iPSC	iPSC_447	eGene,caPeak
iPSC	iPSC_448	eGene,caPeak
iPSC	iPSC_449	eGene,caPeak
iPSC	iPSC_45	caPeak
iPSC	iPSC_450	eGene
iPSC	iPSC_451	eGene,caPeak
iPSC	iPSC_452	eGene,caPeak
iPSC	iPSC_453	eGene
iPSC	iPSC_454	eGene,caPeak
iPSC	iPSC_455	eGene
iPSC	iPSC_456	eGene,caPeak
iPSC	iPSC_457	eGene,caPeak
iPSC	iPSC_458	eGene
iPSC	iPSC_459	eGene
iPSC	iPSC_46	caPeak
iPSC	iPSC_460	eGene
iPSC	iPSC_461	eGene
iPSC	iPSC_462	eGene
iPSC	iPSC_463	eGene,caPeak
iPSC	iPSC_464	eGene
iPSC	iPSC_465	eGene,caPeak
iPSC	iPSC_466	eGene
iPSC	iPSC_467	eGene,caPeak
iPSC	iPSC_468	eGene
iPSC	iPSC_469	eGene,caPeak
iPSC	iPSC_47	eGene,caPeak,haPeak
iPSC	iPSC_470	eGene
iPSC	iPSC_471	eGene
iPSC	iPSC_472	eGene,caPeak
iPSC	iPSC_473	eGene,caPeak
iPSC	iPSC_474	eGene,caPeak
iPSC	iPSC_475	eGene
iPSC	iPSC_476	eGene
iPSC	iPSC_477	eGene
iPSC	iPSC_478	eGene,caPeak
iPSC	iPSC_479	eGene
iPSC	iPSC_48	eGene,caPeak
iPSC	iPSC_480	eGene
iPSC	iPSC_481	eGene
iPSC	iPSC_482	eGene,caPeak
iPSC	iPSC_483	eGene,caPeak
iPSC	iPSC_484	eGene,caPeak
iPSC	iPSC_485	eGene
iPSC	iPSC_486	eGene
iPSC	iPSC_487	eGene,caPeak
iPSC	iPSC_488	eGene,caPeak
iPSC	iPSC_489	eGene,caPeak
iPSC	iPSC_49	eGene
iPSC	iPSC_490	eGene,caPeak
iPSC	iPSC_491	eGene,caPeak
iPSC	iPSC_492	eGene,caPeak
iPSC	iPSC_493	eGene,caPeak
iPSC	iPSC_494	eGene
iPSC	iPSC_495	eGene
iPSC	iPSC_496	eGene,caPeak
iPSC	iPSC_497	eGene
iPSC	iPSC_498	eGene
iPSC	iPSC_499	eGene,caPeak
iPSC	iPSC_5	eGene,caPeak,haPeak
iPSC	iPSC_50	eGene,caPeak
iPSC	iPSC_500	eGene
iPSC	iPSC_501	eGene,caPeak
iPSC	iPSC_502	eGene
iPSC	iPSC_503	eGene
iPSC	iPSC_504	eGene
iPSC	iPSC_505	eGene
iPSC	iPSC_506	eGene,caPeak
iPSC	iPSC_507	eGene
iPSC	iPSC_508	eGene,caPeak
iPSC	iPSC_509	eGene
iPSC	iPSC_51	eGene
iPSC	iPSC_510	eGene
iPSC	iPSC_511	eGene
iPSC	iPSC_512	eGene,caPeak
iPSC	iPSC_513	eGene,caPeak
iPSC	iPSC_514	eGene,caPeak
iPSC	iPSC_515	eGene,caPeak
iPSC	iPSC_516	eGene
iPSC	iPSC_517	eGene,caPeak
iPSC	iPSC_518	eGene
iPSC	iPSC_519	eGene
iPSC	iPSC_52	eGene,caPeak
iPSC	iPSC_520	eGene,caPeak
iPSC	iPSC_521	eGene
iPSC	iPSC_522	eGene,caPeak
iPSC	iPSC_523	eGene,caPeak
iPSC	iPSC_524	eGene
iPSC	iPSC_525	eGene
iPSC	iPSC_526	eGene,caPeak
iPSC	iPSC_527	eGene
iPSC	iPSC_528	eGene,caPeak
iPSC	iPSC_529	eGene,caPeak
iPSC	iPSC_53	eGene
iPSC	iPSC_530	eGene,caPeak
iPSC	iPSC_531	eGene,haPeak
iPSC	iPSC_532	eGene
iPSC	iPSC_533	eGene
iPSC	iPSC_534	eGene
iPSC	iPSC_535	eGene,caPeak
iPSC	iPSC_536	eGene,caPeak
iPSC	iPSC_537	eGene
iPSC	iPSC_538	eGene
iPSC	iPSC_539	eGene
iPSC	iPSC_54	eGene,haPeak
iPSC	iPSC_540	eGene
iPSC	iPSC_541	eGene,caPeak
iPSC	iPSC_542	eGene
iPSC	iPSC_543	eGene
iPSC	iPSC_544	eGene
iPSC	iPSC_545	eGene
iPSC	iPSC_546	eGene
iPSC	iPSC_547	eGene
iPSC	iPSC_548	eGene
iPSC	iPSC_549	eGene
iPSC	iPSC_55	eGene
iPSC	iPSC_550	eGene,caPeak
iPSC	iPSC_551	eGene,haPeak
iPSC	iPSC_552	eGene,caPeak
iPSC	iPSC_553	eGene
iPSC	iPSC_554	eGene,caPeak
iPSC	iPSC_555	eGene
iPSC	iPSC_556	eGene
iPSC	iPSC_557	eGene,haPeak
iPSC	iPSC_558	eGene,caPeak
iPSC	iPSC_559	eGene,caPeak
iPSC	iPSC_56	eGene,caPeak,haPeak
iPSC	iPSC_560	eGene,caPeak
iPSC	iPSC_561	eGene,caPeak
iPSC	iPSC_562	eGene,caPeak
iPSC	iPSC_563	eGene,caPeak
iPSC	iPSC_564	eGene,caPeak
iPSC	iPSC_565	eGene,caPeak
iPSC	iPSC_566	eGene,caPeak
iPSC	iPSC_567	eGene,caPeak
iPSC	iPSC_568	eGene,caPeak
iPSC	iPSC_569	eGene
iPSC	iPSC_57	eGene,caPeak
iPSC	iPSC_570	eGene
iPSC	iPSC_571	eGene,caPeak
iPSC	iPSC_572	eGene,caPeak
iPSC	iPSC_573	eGene,caPeak
iPSC	iPSC_574	eGene
iPSC	iPSC_575	eGene,haPeak
iPSC	iPSC_576	eGene
iPSC	iPSC_577	eGene
iPSC	iPSC_578	eGene
iPSC	iPSC_579	eGene,caPeak
iPSC	iPSC_58	eGene
iPSC	iPSC_580	eGene
iPSC	iPSC_581	eGene
iPSC	iPSC_582	eGene
iPSC	iPSC_583	eGene
iPSC	iPSC_584	eGene,caPeak
iPSC	iPSC_585	eGene,caPeak
iPSC	iPSC_586	eGene,caPeak
iPSC	iPSC_587	eGene
iPSC	iPSC_588	eGene
iPSC	iPSC_589	eGene,haPeak
iPSC	iPSC_59	eGene
iPSC	iPSC_590	eGene,caPeak
iPSC	iPSC_591	eGene
iPSC	iPSC_592	eGene
iPSC	iPSC_593	eGene,haPeak
iPSC	iPSC_594	eGene
iPSC	iPSC_595	eGene
iPSC	iPSC_596	eGene,caPeak
iPSC	iPSC_597	eGene,caPeak
iPSC	iPSC_598	eGene,caPeak
iPSC	iPSC_599	eGene,caPeak
iPSC	iPSC_6	eGene,caPeak,haPeak
iPSC	iPSC_60	eGene,haPeak
iPSC	iPSC_600	eGene,caPeak
iPSC	iPSC_601	eGene,caPeak
iPSC	iPSC_602	eGene,caPeak
iPSC	iPSC_603	eGene
iPSC	iPSC_604	eGene,caPeak
iPSC	iPSC_605	eGene,haPeak
iPSC	iPSC_606	eGene,haPeak
iPSC	iPSC_607	eGene,caPeak
iPSC	iPSC_608	eGene
iPSC	iPSC_609	eGene
iPSC	iPSC_61	eGene,caPeak,haPeak
iPSC	iPSC_610	eGene,haPeak
iPSC	iPSC_611	eGene
iPSC	iPSC_612	eGene,caPeak
iPSC	iPSC_613	eGene,caPeak
iPSC	iPSC_614	eGene,caPeak
iPSC	iPSC_615	eGene,caPeak
iPSC	iPSC_616	eGene
iPSC	iPSC_617	eGene
iPSC	iPSC_618	eGene
iPSC	iPSC_619	eGene,caPeak
iPSC	iPSC_62	eGene,caPeak,haPeak
iPSC	iPSC_620	eGene,caPeak
iPSC	iPSC_621	eGene,caPeak
iPSC	iPSC_622	eGene,caPeak
iPSC	iPSC_623	eGene,caPeak
iPSC	iPSC_624	eGene,caPeak
iPSC	iPSC_625	eGene,caPeak
iPSC	iPSC_626	eGene,caPeak
iPSC	iPSC_627	eGene,caPeak
iPSC	iPSC_628	eGene,caPeak
iPSC	iPSC_629	eGene,caPeak
iPSC	iPSC_63	eGene,caPeak
iPSC	iPSC_630	eGene,caPeak
iPSC	iPSC_631	eGene
iPSC	iPSC_632	eGene,caPeak
iPSC	iPSC_633	eGene,caPeak
iPSC	iPSC_634	eGene
iPSC	iPSC_635	eGene
iPSC	iPSC_636	eGene,caPeak
iPSC	iPSC_637	eGene
iPSC	iPSC_638	eGene,caPeak
iPSC	iPSC_639	eGene,caPeak
iPSC	iPSC_64	eGene,caPeak,haPeak
iPSC	iPSC_640	eGene,caPeak
iPSC	iPSC_641	eGene
iPSC	iPSC_642	eGene
iPSC	iPSC_643	eGene,caPeak
iPSC	iPSC_644	eGene,caPeak
iPSC	iPSC_645	eGene,caPeak
iPSC	iPSC_646	eGene
iPSC	iPSC_647	eGene,caPeak
iPSC	iPSC_648	eGene,caPeak
iPSC	iPSC_649	eGene,caPeak
iPSC	iPSC_65	eGene,caPeak,haPeak
iPSC	iPSC_650	eGene
iPSC	iPSC_651	eGene
iPSC	iPSC_652	eGene,caPeak
iPSC	iPSC_653	eGene
iPSC	iPSC_654	eGene,caPeak
iPSC	iPSC_655	eGene,caPeak
iPSC	iPSC_656	eGene,caPeak
iPSC	iPSC_657	eGene,caPeak
iPSC	iPSC_658	eGene,caPeak
iPSC	iPSC_659	eGene,caPeak
iPSC	iPSC_66	eGene,caPeak
iPSC	iPSC_660	eGene
iPSC	iPSC_661	eGene,caPeak
iPSC	iPSC_662	eGene
iPSC	iPSC_663	eGene,caPeak
iPSC	iPSC_664	eGene,caPeak
iPSC	iPSC_665	eGene,caPeak
iPSC	iPSC_666	eGene
iPSC	iPSC_667	eGene,caPeak
iPSC	iPSC_668	eGene,haPeak
iPSC	iPSC_669	eGene
iPSC	iPSC_67	eGene,caPeak
iPSC	iPSC_670	eGene
iPSC	iPSC_671	eGene,caPeak
iPSC	iPSC_672	eGene
iPSC	iPSC_673	eGene
iPSC	iPSC_674	eGene,caPeak
iPSC	iPSC_675	eGene
iPSC	iPSC_676	eGene,caPeak
iPSC	iPSC_677	eGene
iPSC	iPSC_678	eGene,caPeak
iPSC	iPSC_679	eGene,caPeak
iPSC	iPSC_68	eGene,caPeak
iPSC	iPSC_680	eGene,caPeak
iPSC	iPSC_681	eGene,caPeak
iPSC	iPSC_682	eGene
iPSC	iPSC_683	eGene,caPeak
iPSC	iPSC_684	eGene,caPeak
iPSC	iPSC_685	eGene
iPSC	iPSC_686	eGene,caPeak
iPSC	iPSC_687	eGene
iPSC	iPSC_688	eGene
iPSC	iPSC_689	eGene,caPeak
iPSC	iPSC_69	eGene,caPeak
iPSC	iPSC_690	eGene,caPeak
iPSC	iPSC_691	eGene,caPeak
iPSC	iPSC_692	eGene,caPeak
iPSC	iPSC_693	eGene
iPSC	iPSC_694	eGene
iPSC	iPSC_695	eGene
iPSC	iPSC_696	eGene,caPeak
iPSC	iPSC_697	eGene,caPeak
iPSC	iPSC_698	eGene
iPSC	iPSC_699	eGene,caPeak
iPSC	iPSC_7	eGene,caPeak,haPeak
iPSC	iPSC_70	eGene,caPeak
iPSC	iPSC_700	eGene,caPeak
iPSC	iPSC_701	eGene
iPSC	iPSC_702	eGene
iPSC	iPSC_703	eGene,haPeak
iPSC	iPSC_704	eGene,caPeak
iPSC	iPSC_705	eGene,haPeak
iPSC	iPSC_706	eGene,caPeak
iPSC	iPSC_707	eGene
iPSC	iPSC_708	eGene,caPeak
iPSC	iPSC_709	eGene,caPeak
iPSC	iPSC_71	eGene,caPeak
iPSC	iPSC_710	eGene,caPeak
iPSC	iPSC_711	eGene
iPSC	iPSC_712	eGene
iPSC	iPSC_713	eGene
iPSC	iPSC_714	eGene
iPSC	iPSC_715	eGene,caPeak
iPSC	iPSC_716	eGene,caPeak
iPSC	iPSC_717	eGene,caPeak
iPSC	iPSC_718	eGene
iPSC	iPSC_719	eGene
iPSC	iPSC_72	eGene,caPeak
iPSC	iPSC_720	eGene
iPSC	iPSC_721	eGene,caPeak
iPSC	iPSC_722	eGene,caPeak
iPSC	iPSC_723	eGene
iPSC	iPSC_724	eGene,haPeak
iPSC	iPSC_725	eGene
iPSC	iPSC_726	eGene
iPSC	iPSC_727	eGene
iPSC	iPSC_728	eGene,caPeak
iPSC	iPSC_729	eGene
iPSC	iPSC_73	eGene,caPeak,haPeak
iPSC	iPSC_730	eGene,caPeak
iPSC	iPSC_731	eGene,haPeak
iPSC	iPSC_732	eGene,caPeak
iPSC	iPSC_733	eGene,caPeak
iPSC	iPSC_734	eGene,caPeak
iPSC	iPSC_735	eGene
iPSC	iPSC_736	eGene
iPSC	iPSC_737	eGene,caPeak
iPSC	iPSC_738	eGene
iPSC	iPSC_739	eGene
iPSC	iPSC_74	eGene
iPSC	iPSC_740	eGene,caPeak
iPSC	iPSC_741	eGene,caPeak
iPSC	iPSC_742	eGene
iPSC	iPSC_743	eGene
iPSC	iPSC_744	eGene,caPeak
iPSC	iPSC_745	eGene,caPeak
iPSC	iPSC_746	eGene,caPeak
iPSC	iPSC_747	eGene,caPeak
iPSC	iPSC_748	eGene,caPeak
iPSC	iPSC_749	eGene,caPeak
iPSC	iPSC_75	eGene,caPeak
iPSC	iPSC_750	eGene,caPeak
iPSC	iPSC_751	eGene,caPeak
iPSC	iPSC_752	eGene
iPSC	iPSC_753	eGene
iPSC	iPSC_754	eGene,caPeak
iPSC	iPSC_755	eGene
iPSC	iPSC_756	eGene
iPSC	iPSC_757	eGene
iPSC	iPSC_758	eGene,haPeak
iPSC	iPSC_759	eGene,caPeak
iPSC	iPSC_76	eGene,caPeak
iPSC	iPSC_760	eGene,haPeak
iPSC	iPSC_761	eGene,caPeak
iPSC	iPSC_762	eGene,caPeak
iPSC	iPSC_763	eGene,caPeak
iPSC	iPSC_764	eGene
iPSC	iPSC_765	eGene
iPSC	iPSC_766	eGene
iPSC	iPSC_767	eGene,haPeak
iPSC	iPSC_768	eGene
iPSC	iPSC_769	eGene
iPSC	iPSC_77	eGene,caPeak,haPeak
iPSC	iPSC_770	eGene,caPeak
iPSC	iPSC_771	eGene
iPSC	iPSC_772	eGene,caPeak
iPSC	iPSC_773	eGene
iPSC	iPSC_774	eGene
iPSC	iPSC_775	eGene
iPSC	iPSC_776	eGene,caPeak
iPSC	iPSC_777	eGene,caPeak
iPSC	iPSC_778	eGene,caPeak
iPSC	iPSC_779	eGene,caPeak
iPSC	iPSC_78	eGene,caPeak
iPSC	iPSC_780	eGene
iPSC	iPSC_781	eGene,caPeak
iPSC	iPSC_782	eGene,caPeak
iPSC	iPSC_783	eGene
iPSC	iPSC_784	eGene,caPeak
iPSC	iPSC_785	eGene,caPeak
iPSC	iPSC_786	eGene
iPSC	iPSC_787	eGene,caPeak
iPSC	iPSC_788	eGene,caPeak
iPSC	iPSC_789	eGene,caPeak
iPSC	iPSC_79	eGene,caPeak
iPSC	iPSC_790	eGene,caPeak
iPSC	iPSC_791	eGene
iPSC	iPSC_792	eGene,caPeak
iPSC	iPSC_793	eGene,haPeak
iPSC	iPSC_794	eGene,haPeak
iPSC	iPSC_795	eGene,caPeak
iPSC	iPSC_796	eGene,caPeak
iPSC	iPSC_797	eGene
iPSC	iPSC_798	eGene,caPeak
iPSC	iPSC_799	eGene,caPeak
iPSC	iPSC_8	eGene,caPeak
iPSC	iPSC_80	eGene
iPSC	iPSC_800	eGene
iPSC	iPSC_801	eGene,caPeak
iPSC	iPSC_802	eGene,caPeak
iPSC	iPSC_803	eGene,caPeak
iPSC	iPSC_804	eGene,haPeak
iPSC	iPSC_805	eGene,caPeak
iPSC	iPSC_806	eGene
iPSC	iPSC_807	eGene,caPeak
iPSC	iPSC_808	eGene
iPSC	iPSC_809	eGene
iPSC	iPSC_81	eGene,caPeak
iPSC	iPSC_810	eGene
iPSC	iPSC_811	eGene
iPSC	iPSC_812	eGene,caPeak
iPSC	iPSC_813	eGene,caPeak
iPSC	iPSC_814	eGene
iPSC	iPSC_815	eGene,caPeak
iPSC	iPSC_816	eGene
iPSC	iPSC_817	eGene,caPeak
iPSC	iPSC_818	eGene
iPSC	iPSC_819	eGene,caPeak
iPSC	iPSC_82	eGene,caPeak
iPSC	iPSC_820	eGene
iPSC	iPSC_821	eGene,caPeak
iPSC	iPSC_822	eGene,haPeak
iPSC	iPSC_823	eGene
iPSC	iPSC_824	eGene,caPeak
iPSC	iPSC_825	eGene,caPeak
iPSC	iPSC_826	eGene
iPSC	iPSC_827	eGene,haPeak
iPSC	iPSC_828	eGene,caPeak
iPSC	iPSC_829	eGene,caPeak
iPSC	iPSC_83	eGene,caPeak,haPeak
iPSC	iPSC_830	eGene,caPeak
iPSC	iPSC_831	eGene
iPSC	iPSC_832	eGene,haPeak
iPSC	iPSC_833	eGene
iPSC	iPSC_834	eGene,caPeak
iPSC	iPSC_835	eGene,caPeak
iPSC	iPSC_836	eGene
iPSC	iPSC_837	eGene,caPeak
iPSC	iPSC_838	eGene,caPeak
iPSC	iPSC_839	eGene
iPSC	iPSC_84	eGene,caPeak,haPeak
iPSC	iPSC_840	eGene,caPeak
iPSC	iPSC_841	eGene
iPSC	iPSC_842	eGene,caPeak
iPSC	iPSC_843	eGene
iPSC	iPSC_844	eGene,caPeak
iPSC	iPSC_845	eGene,caPeak
iPSC	iPSC_846	eGene,caPeak
iPSC	iPSC_847	eGene
iPSC	iPSC_848	eGene,haPeak
iPSC	iPSC_849	eGene,caPeak
