qElement_Type	Complexity	V8	min_distance
caPeak	Singleton	ENSG00000168412.7	69745
caPeak	Singleton	ENSG00000081248.12	9459
caPeak	Singleton	ENSG00000083857.15	31861
caPeak	Singleton	ENSG00000083857.15	526
caPeak	Singleton	ENSG00000083857.15	39151
caPeak	Singleton	ENSG00000250829.2	5113
caPeak	Singleton	ENSG00000250829.2	21436
caPeak	Singleton	ENSG00000250829.2	50403
caPeak	Singleton	ENSG00000250829.2	73607
caPeak	Singleton	ENSG00000179046.9	32072
caPeak	Singleton	ENSG00000116857.17	1078
caPeak	Complex	ENSG00000286001.1	23850
caPeak	Complex	ENSG00000164366.4	23992
caPeak	Complex	ENSG00000073578.18	23845
caPeak	Singleton	ENSG00000248925.3	37462
caPeak	Singleton	ENSG00000249915.9	37360
caPeak	Complex	ENSG00000063438.20	82281
caPeak	Complex	ENSG00000221990.5	4070
caPeak	Singleton	ENSG00000225138.8	17332
caPeak	Singleton	ENSG00000066230.12	31860
caPeak	Singleton	ENSG00000171368.12	9126
caPeak	Singleton	ENSG00000171368.12	8356
caPeak	Singleton	ENSG00000206077.14	26809
caPeak	Singleton	ENSG00000206077.14	99644
caPeak	Singleton	ENSG00000188818.13	33864
caPeak	Singleton	ENSG00000049656.14	62800
caPeak	Singleton	ENSG00000188002.13	79276
caPeak	Singleton	ENSG00000291079.1	37945
caPeak	Singleton	ENSG00000291079.1	32542
caPeak	Singleton	ENSG00000291079.1	46975
caPeak	Singleton	ENSG00000171421.13	35296
caPeak	Singleton	ENSG00000145494.12	53780
caPeak	Singleton	ENSG00000171421.13	53818
caPeak	Singleton	ENSG00000249116.2	8920
caPeak	Singleton	ENSG00000113430.10	9826
caPeak	Singleton	ENSG00000248994.2	831
caPeak	Singleton	ENSG00000248994.2	85244
caPeak	Singleton	ENSG00000118194.21	47050
caPeak	Complex	ENSG00000118194.21	41267
caPeak	Complex	ENSG00000118194.21	1439
caPeak	Singleton	ENSG00000170549.4	71277
caPeak	Singleton	ENSG00000282221.1	14656
caPeak	Singleton	ENSG00000159166.15	7995
caPeak	Singleton	ENSG00000282221.1	8280
caPeak	Singleton	ENSG00000215218.4	68537
caPeak	Singleton	ENSG00000037474.15	56915
caPeak	Complex	ENSG00000159173.20	31725
caPeak	Singleton	ENSG00000078295.17	36229
caPeak	Complex	ENSG00000174307.7	7929
caPeak	Complex	ENSG00000112902.12	90021
caPeak	Singleton	ENSG00000250786.4	71230
caPeak	Complex	ENSG00000159176.14	45820
caPeak	Singleton	ENSG00000150753.12	41122
caPeak	Singleton	ENSG00000145495.17	94128
caPeak	Singleton	ENSG00000259802.3	94498
caPeak	Singleton	ENSG00000164236.12	19355
caPeak	Singleton	ENSG00000134369.16	34968
caPeak	Singleton	ENSG00000169862.21	1887
caPeak	Singleton	ENSG00000134369.16	87931
caPeak	Singleton	ENSG00000039139.11	37520
caPeak	Complex	ENSG00000235121.1	35826
caPeak	Singleton	ENSG00000154124.6	17357
caPeak	Singleton	ENSG00000154122.14	20793
caPeak	Singleton	ENSG00000154122.14	79109
caPeak	Singleton	ENSG00000235121.1	60837
caPeak	Singleton	ENSG00000235121.1	5572
caPeak	Singleton	ENSG00000235121.1	6902
caPeak	Singleton	ENSG00000250981.3	90748
caPeak	Complex	ENSG00000250981.3	24187
caPeak	Singleton	ENSG00000173545.5	59969
caPeak	Complex	ENSG00000173545.5	43271
caPeak	Singleton	ENSG00000176788.9	2426
caPeak	Singleton	ENSG00000215196.5	2255
caPeak	Singleton	ENSG00000223361.5	45538
caPeak	Complex	ENSG00000198892.7	57223
caPeak	Complex	ENSG00000198892.7	245
caPeak	Singleton	ENSG00000198892.7	27638
caPeak	Singleton	ENSG00000291102.1	75268
caPeak	Singleton	ENSG00000176393.11	2821
caPeak	Singleton	ENSG00000040731.10	15350
caPeak	Complex	ENSG00000234678.2	8330
caPeak	Complex	ENSG00000234678.2	7786
caPeak	Singleton	ENSG00000143862.8	82055
caPeak	Singleton	ENSG00000113361.13	17386
caPeak	Singleton	ENSG00000113360.17	41971
caPeak	Singleton	ENSG00000279923.1	4783
caPeak	Singleton	ENSG00000133401.16	55774
caPeak	Singleton	ENSG00000272086.2	13307
caPeak	Singleton	ENSG00000056097.16	87117
caPeak	Complex	ENSG00000056097.16	28960
caPeak	Singleton	ENSG00000240376.1	83289
caPeak	Complex	ENSG00000249572.3	99978
caPeak	Singleton	ENSG00000249572.3	67541
caPeak	Singleton	ENSG00000113407.14	30050
caPeak	Complex	ENSG00000039560.14	60393
caPeak	Singleton	ENSG00000152620.13	60754
caPeak	Singleton	ENSG00000230699.2	13894
caPeak	Singleton	ENSG00000079215.15	71692
caPeak	Complex	ENSG00000236439.4	82298
caPeak	Singleton	ENSG00000248587.8	38908
caPeak	Complex	ENSG00000236439.4	47046
caPeak	Singleton	ENSG00000113594.10	16376
caPeak	Singleton	ENSG00000236439.4	19855
caPeak	Singleton	ENSG00000112964.14	98147
caPeak	Singleton	ENSG00000198865.10	26692
caPeak	Singleton	ENSG00000287263.3	14373
caPeak	Singleton	ENSG00000112972.15	45981
caPeak	Singleton	ENSG00000112972.15	55154
caPeak	Singleton	ENSG00000183155.5	83132
caPeak	Singleton	ENSG00000163485.18	27626
caPeak	Complex	ENSG00000163485.18	18322
caPeak	Singleton	ENSG00000152684.11	80360
caPeak	Singleton	ENSG00000213949.10	80360
caPeak	Singleton	ENSG00000152684.11	35038
caPeak	Singleton	ENSG00000213949.10	35038
caPeak	Singleton	ENSG00000152684.11	56113
caPeak	Singleton	ENSG00000213949.10	56113
caPeak	Singleton	ENSG00000213949.10	13298
caPeak	Singleton	ENSG00000152684.11	13298
caPeak	Singleton	ENSG00000163485.18	24171
caPeak	Singleton	ENSG00000234775.2	28361
caPeak	Singleton	ENSG00000185305.12	81636
caPeak	Complex	ENSG00000169271.3	41081
caPeak	Singleton	ENSG00000164283.13	19768
caPeak	Complex	ENSG00000067113.17	56628
caPeak	Singleton	ENSG00000067113.17	33023
caPeak	Singleton	ENSG00000159388.6	38059
caPeak	Singleton	ENSG00000164509.16	69651
caPeak	Complex	ENSG00000227908.5	83016
caPeak	Singleton	ENSG00000159388.6	16897
caPeak	Singleton	ENSG00000248727.6	30173
caPeak	Singleton	ENSG00000095015.6	50599
caPeak	Complex	ENSG00000155542.12	32048
caPeak	Singleton	ENSG00000062194.16	21432
caPeak	Singleton	ENSG00000250961.2	39804
caPeak	Complex	ENSG00000250961.2	39496
caPeak	Singleton	ENSG00000169067.4	8376
caPeak	Singleton	ENSG00000169067.4	37215
caPeak	Singleton	ENSG00000122176.12	2601
caPeak	Singleton	ENSG00000152932.8	78762
caPeak	Singleton	ENSG00000152932.8	70781
caPeak	Complex	ENSG00000188783.6	4198
caPeak	Singleton	ENSG00000188783.6	54139
caPeak	Singleton	ENSG00000188783.6	29683
caPeak	Singleton	ENSG00000035499.13	17893
caPeak	Singleton	ENSG00000068796.19	66155
caPeak	Singleton	ENSG00000068796.19	96833
caPeak	Singleton	ENSG00000086200.17	5417
caPeak	Complex	ENSG00000197860.10	31381
caPeak	Singleton	ENSG00000069020.19	92810
caPeak	Complex	ENSG00000257315.4	70856
caPeak	Complex	ENSG00000058673.17	70856
caPeak	Singleton	ENSG00000229666.2	77578
caPeak	Singleton	ENSG00000229666.2	83802
caPeak	Complex	ENSG00000229666.2	64954
caPeak	Singleton	ENSG00000257315.4	63912
caPeak	Singleton	ENSG00000058673.17	63912
caPeak	Singleton	ENSG00000145675.16	48334
caPeak	Singleton	ENSG00000049860.14	94180
caPeak	Singleton	ENSG00000171617.16	31217
caPeak	Singleton	ENSG00000113163.19	24953
caPeak	Singleton	ENSG00000143850.16	56890
caPeak	Singleton	ENSG00000152359.15	90074
caPeak	Singleton	ENSG00000132846.6	56137
caPeak	Singleton	ENSG00000251400.1	79724
caPeak	Singleton	ENSG00000164253.14	28967
caPeak	Singleton	ENSG00000085365.18	15435
caPeak	Singleton	ENSG00000158615.10	72766
caPeak	Singleton	ENSG00000085365.18	15637
caPeak	Singleton	ENSG00000132837.15	90086
caPeak	Complex	ENSG00000113296.14	89254
caPeak	Singleton	ENSG00000164300.17	17897
caPeak	Singleton	ENSG00000228716.7	31545
caPeak	Complex	ENSG00000131730.16	1001
caPeak	Singleton	ENSG00000145687.17	97235
caPeak	Complex	ENSG00000205464.13	13953
caPeak	Complex	ENSG00000205464.13	1096
caPeak	Complex	ENSG00000170382.12	27368
caPeak	Singleton	ENSG00000038427.16	47012
caPeak	Complex	ENSG00000145715.15	29653
caPeak	Singleton	ENSG00000163531.17	35667
caPeak	Singleton	ENSG00000153140.9	62184
caPeak	Singleton	ENSG00000176018.13	40450
caPeak	Singleton	ENSG00000248323.8	84346
caPeak	Singleton	ENSG00000248323.8	21017
caPeak	Singleton	ENSG00000237187.9	54802
caPeak	Singleton	ENSG00000117222.14	91417
caPeak	Singleton	ENSG00000173221.14	15613
caPeak	Singleton	ENSG00000236882.9	17770
caPeak	Singleton	ENSG00000236882.9	14450
caPeak	Singleton	ENSG00000118985.16	23187
caPeak	Singleton	ENSG00000153113.24	90873
caPeak	Singleton	ENSG00000174132.9	69618
caPeak	Singleton	ENSG00000113532.13	54339
caPeak	Singleton	ENSG00000250682.6	95297
caPeak	Complex	ENSG00000145730.21	797
caPeak	Singleton	ENSG00000162873.15	5080
caPeak	Singleton	ENSG00000162873.15	40047
caPeak	Singleton	ENSG00000281406.2	87100
caPeak	Singleton	ENSG00000117266.16	24040
caPeak	Singleton	ENSG00000112893.10	62539
caPeak	Singleton	ENSG00000158715.6	18744
caPeak	Singleton	ENSG00000246859.3	48832
caPeak	Singleton	ENSG00000158715.6	85972
caPeak	Singleton	ENSG00000134986.14	6283
caPeak	Singleton	ENSG00000117280.13	34453
caPeak	Singleton	ENSG00000278921.2	72506
caPeak	Complex	ENSG00000250358.7	43504
caPeak	Singleton	ENSG00000250358.7	38933
caPeak	Singleton	ENSG00000286619.1	79738
caPeak	Singleton	ENSG00000212643.3	25337
caPeak	Complex	ENSG00000133065.11	14991
caPeak	Singleton	ENSG00000232633.4	74140
caPeak	Complex	ENSG00000171444.19	43301
caPeak	Singleton	ENSG00000171444.19	40729
caPeak	Singleton	ENSG00000152503.10	25862
caPeak	Singleton	ENSG00000164221.13	35748
caPeak	Singleton	ENSG00000164221.13	50203
caPeak	Complex	ENSG00000145780.8	9361
caPeak	Singleton	ENSG00000145780.8	26473
caPeak	Singleton	ENSG00000145780.8	38984
caPeak	Singleton	ENSG00000251201.8	48778
caPeak	Complex	ENSG00000263961.8	18903
caPeak	Complex	ENSG00000263961.8	14604
caPeak	Singleton	ENSG00000169570.10	20268
caPeak	Singleton	ENSG00000145779.8	81498
caPeak	Singleton	ENSG00000113083.15	20030
caPeak	Singleton	ENSG00000223652.2	20622
caPeak	Complex	ENSG00000168944.17	93872
caPeak	Singleton	ENSG00000168944.17	2487
caPeak	Singleton	ENSG00000151292.19	44387
caPeak	Complex	ENSG00000253807.6	4919
caPeak	Singleton	ENSG00000253807.6	2935
caPeak	Complex	ENSG00000168916.16	87891
caPeak	Singleton	ENSG00000155324.10	38626
caPeak	Singleton	ENSG00000173926.6	84004
caPeak	Complex	ENSG00000173926.6	52841
caPeak	Complex	ENSG00000143479.18	16724
caPeak	Complex	ENSG00000250859.1	53714
caPeak	Singleton	ENSG00000113396.13	40536
caPeak	Singleton	ENSG00000066583.12	95836
caPeak	Singleton	ENSG00000145808.10	51099
caPeak	Complex	ENSG00000224114.1	57221
caPeak	Singleton	ENSG00000198108.4	10319
caPeak	Singleton	ENSG00000224114.1	28193
caPeak	Singleton	ENSG00000198108.4	7336
caPeak	Singleton	ENSG00000248610.1	27583
caPeak	Singleton	ENSG00000131435.13	4003
caPeak	Singleton	ENSG00000283782.2	39355
caPeak	Singleton	ENSG00000170606.16	56423
caPeak	Singleton	ENSG00000113583.8	55808
caPeak	Singleton	ENSG00000043143.22	6123
caPeak	Singleton	ENSG00000182795.13	36399
caPeak	Singleton	ENSG00000069011.16	73100
caPeak	Singleton	ENSG00000145832.16	34593
caPeak	Singleton	ENSG00000145832.16	24541
caPeak	Singleton	ENSG00000145824.13	24152
caPeak	Complex	ENSG00000123843.13	10684
caPeak	Complex	ENSG00000123843.13	17981
caPeak	Singleton	ENSG00000120708.17	42629
caPeak	Singleton	ENSG00000113658.18	50206
caPeak	Complex	ENSG00000113658.18	70629
caPeak	Singleton	ENSG00000271824.2	55905
caPeak	Complex	ENSG00000271824.2	44905
caPeak	Singleton	ENSG00000146021.15	59607
caPeak	Singleton	ENSG00000094880.11	69890
caPeak	Singleton	ENSG00000146013.11	82393
caPeak	Singleton	ENSG00000281398.4	91329
caPeak	Complex	ENSG00000228672.4	44377
caPeak	Singleton	ENSG00000171604.12	32678
caPeak	Singleton	ENSG00000174059.17	86934
caPeak	Singleton	ENSG00000146005.4	61569
caPeak	Singleton	ENSG00000146005.4	72578
caPeak	Singleton	ENSG00000158458.21	21364
caPeak	Complex	ENSG00000120306.11	11359
caPeak	Singleton	ENSG00000113068.10	74312
caPeak	Complex	ENSG00000170458.15	5567
caPeak	Complex	ENSG00000120314.19	17234
caPeak	Complex	ENSG00000146007.11	37341
caPeak	Singleton	ENSG00000204961.7	2217
caPeak	Complex	ENSG00000250120.8	5332
caPeak	Singleton	ENSG00000253873.6	69902
caPeak	Singleton	ENSG00000197948.11	41575
caPeak	Singleton	ENSG00000120318.16	7180
caPeak	Complex	ENSG00000156453.14	46729
caPeak	Singleton	ENSG00000131507.11	95884
caPeak	Complex	ENSG00000113578.18	17144
caPeak	Singleton	ENSG00000145819.18	4553
caPeak	Singleton	ENSG00000145819.18	82964
caPeak	Singleton	ENSG00000113580.15	24628
caPeak	Singleton	ENSG00000183775.11	18787
caPeak	Singleton	ENSG00000145817.17	18631
caPeak	Singleton	ENSG00000183775.11	50700
caPeak	Singleton	ENSG00000186314.12	394
caPeak	Singleton	ENSG00000156463.18	49964
caPeak	Complex	ENSG00000156463.18	40513
caPeak	Singleton	ENSG00000076356.7	68642
caPeak	Singleton	ENSG00000156475.19	26711
caPeak	Singleton	ENSG00000169302.16	39
caPeak	Singleton	ENSG00000169302.16	48629
caPeak	Complex	ENSG00000169302.16	93505
caPeak	Complex	ENSG00000287630.1	3636
caPeak	Complex	ENSG00000178776.5	44262
caPeak	Complex	ENSG00000247199.6	74456
caPeak	Complex	ENSG00000145868.17	25300
caPeak	Complex	ENSG00000230699.2	11980
caPeak	Complex	ENSG00000169252.6	44433
caPeak	Singleton	ENSG00000173210.21	86498
caPeak	Complex	ENSG00000157510.14	53287
caPeak	Complex	ENSG00000230551.4	39634
caPeak	Singleton	ENSG00000183111.12	44647
caPeak	Complex	ENSG00000155846.17	5801
caPeak	Complex	ENSG00000155846.17	41458
caPeak	Complex	ENSG00000132915.12	56757
caPeak	Singleton	ENSG00000132915.12	450
caPeak	Singleton	ENSG00000182578.14	16173
caPeak	Singleton	ENSG00000113721.14	56268
caPeak	Singleton	ENSG00000070808.17	31296
caPeak	Singleton	ENSG00000070808.17	57863
caPeak	Singleton	ENSG00000070814.22	60896
caPeak	Singleton	ENSG00000019582.17	43335
caPeak	Singleton	ENSG00000171992.13	14081
caPeak	Singleton	ENSG00000256235.3	13240
caPeak	Singleton	ENSG00000145908.14	388
caPeak	Singleton	ENSG00000145901.16	21210
caPeak	Complex	ENSG00000198624.13	15336
caPeak	Singleton	ENSG00000198624.13	45496
caPeak	Singleton	ENSG00000198624.13	73986
caPeak	Singleton	ENSG00000123643.14	65047
caPeak	Singleton	ENSG00000123643.14	10694
caPeak	Singleton	ENSG00000123643.14	66987
caPeak	Singleton	ENSG00000086570.13	1567
caPeak	Complex	ENSG00000086570.13	28788
caPeak	Complex	ENSG00000177556.12	45633
caPeak	Singleton	ENSG00000164574.16	14861
caPeak	Singleton	ENSG00000164574.16	39312
caPeak	Singleton	ENSG00000164574.16	35207
caPeak	Singleton	ENSG00000164574.16	33452
caPeak	Singleton	ENSG00000245275.9	16690
caPeak	Singleton	ENSG00000245275.9	1222
caPeak	Singleton	ENSG00000245275.9	53329
caPeak	Singleton	ENSG00000253886.1	27899
caPeak	Singleton	ENSG00000155506.19	39321
caPeak	Singleton	ENSG00000155506.19	17117
caPeak	Singleton	ENSG00000082515.18	90891
caPeak	Singleton	ENSG00000231050.3	45823
caPeak	Singleton	ENSG00000055163.21	41365
caPeak	Singleton	ENSG00000172548.15	43471
caPeak	Complex	ENSG00000135074.16	12826
caPeak	Complex	ENSG00000113272.14	54562
caPeak	Singleton	ENSG00000155858.6	23974
caPeak	Singleton	ENSG00000113312.12	26324
caPeak	Singleton	ENSG00000135083.17	50890
caPeak	Complex	ENSG00000135083.17	5139
caPeak	Singleton	ENSG00000118322.14	52686
caPeak	Singleton	ENSG00000171729.14	35599
caPeak	Complex	ENSG00000113328.20	23643
caPeak	Singleton	ENSG00000008118.10	75947
caPeak	Singleton	ENSG00000008118.10	72951
caPeak	Singleton	ENSG00000229119.3	41272
caPeak	Singleton	ENSG00000145934.17	82994
caPeak	Singleton	ENSG00000145934.17	83783
caPeak	Singleton	ENSG00000008118.10	15868
caPeak	Singleton	ENSG00000008118.10	10184
caPeak	Complex	ENSG00000113645.15	8230
caPeak	Complex	ENSG00000113643.9	81898
caPeak	Singleton	ENSG00000113643.9	44503
caPeak	Complex	ENSG00000113643.9	7674
caPeak	Singleton	ENSG00000123689.6	9380
caPeak	Singleton	ENSG00000040275.17	87965
caPeak	Singleton	ENSG00000134516.20	4110
caPeak	Singleton	ENSG00000134516.20	65307
caPeak	Complex	ENSG00000289700.1	13937
caPeak	Complex	ENSG00000117595.13	13933
caPeak	Singleton	ENSG00000134516.20	83609
caPeak	Complex	ENSG00000117597.18	3866
caPeak	Singleton	ENSG00000182132.15	78098
caPeak	Singleton	ENSG00000182132.15	37895
caPeak	Singleton	ENSG00000182132.15	37546
caPeak	Singleton	ENSG00000094755.17	11656
caPeak	Complex	ENSG00000094755.17	11003
caPeak	Singleton	ENSG00000094755.17	18485
caPeak	Complex	ENSG00000094755.17	21407
caPeak	Singleton	ENSG00000072803.18	53987
caPeak	Singleton	ENSG00000072786.13	73646
caPeak	Singleton	ENSG00000072786.13	18324
caPeak	Complex	ENSG00000168246.6	76826
caPeak	Complex	ENSG00000174705.13	56793
caPeak	Complex	ENSG00000174705.13	67029
caPeak	Singleton	ENSG00000174705.13	42607
caPeak	Singleton	ENSG00000174705.13	18118
caPeak	Complex	ENSG00000054392.13	34708
caPeak	Complex	ENSG00000214357.9	38044
caPeak	Singleton	ENSG00000120129.6	44857
caPeak	Singleton	ENSG00000113719.17	33259
caPeak	Singleton	ENSG00000037241.7	54672
caPeak	Singleton	ENSG00000113739.11	35683
caPeak	Singleton	ENSG00000113739.11	60199
caPeak	Singleton	ENSG00000145919.11	80007
caPeak	Singleton	ENSG00000120149.9	67594
caPeak	Singleton	ENSG00000120149.9	97276
caPeak	Singleton	ENSG00000164466.13	65814
caPeak	Singleton	ENSG00000113749.8	78334
caPeak	Singleton	ENSG00000113749.8	1813
caPeak	Singleton	ENSG00000289731.1	78122
caPeak	Complex	ENSG00000048162.22	11706
caPeak	Singleton	ENSG00000146083.12	29291
caPeak	Complex	ENSG00000074276.11	17657
caPeak	Singleton	ENSG00000048140.18	30235
caPeak	Singleton	ENSG00000048140.18	52989
caPeak	Singleton	ENSG00000048140.18	77264
caPeak	Singleton	ENSG00000113763.12	67946
caPeak	Complex	ENSG00000169220.18	15067
caPeak	Singleton	ENSG00000196923.14	2650
caPeak	Complex	ENSG00000247679.3	12461
caPeak	Complex	ENSG00000145911.6	13
caPeak	Singleton	ENSG00000145911.6	84059
caPeak	Complex	ENSG00000175309.15	8817
caPeak	Singleton	ENSG00000175309.15	30756
caPeak	Singleton	ENSG00000175309.15	8706
caPeak	Singleton	ENSG00000050767.18	56263
caPeak	Complex	ENSG00000050767.18	1940
caPeak	Singleton	ENSG00000178338.11	27556
caPeak	Singleton	ENSG00000177932.7	77627
caPeak	Singleton	ENSG00000087116.17	78998
caPeak	Singleton	ENSG00000087116.17	12562
caPeak	Singleton	ENSG00000087116.17	47735
caPeak	Singleton	ENSG00000087116.17	21806
caPeak	Complex	ENSG00000161011.20	54187
caPeak	Singleton	ENSG00000245317.2	36911
caPeak	Complex	ENSG00000161010.16	539
caPeak	Singleton	ENSG00000117625.14	27536
caPeak	Singleton	ENSG00000050748.18	22272
caPeak	Complex	ENSG00000037280.16	43332
caPeak	Complex	ENSG00000037280.16	33236
caPeak	Singleton	ENSG00000037280.16	15086
caPeak	Singleton	ENSG00000196670.14	79607
caPeak	Singleton	ENSG00000250222.4	48610
caPeak	Singleton	ENSG00000250222.4	49859
caPeak	Singleton	ENSG00000112679.15	79626
caPeak	Singleton	ENSG00000112679.15	87749
caPeak	Singleton	ENSG00000112685.14	20341
caPeak	Singleton	ENSG00000112685.14	67951
caPeak	Singleton	ENSG00000142621.21	36008
caPeak	Singleton	ENSG00000124535.16	1886
caPeak	Singleton	ENSG00000124535.16	28293
caPeak	Singleton	ENSG00000124535.16	48232
caPeak	Singleton	ENSG00000145949.12	19034
caPeak	Singleton	ENSG00000145949.12	93507
caPeak	Singleton	ENSG00000170542.6	6122
caPeak	Singleton	ENSG00000117650.13	45091
caPeak	Singleton	ENSG00000124570.21	66130
caPeak	Singleton	ENSG00000137275.16	85019
caPeak	Singleton	ENSG00000117650.13	28866
caPeak	Complex	ENSG00000137285.11	63061
caPeak	Singleton	ENSG00000137266.15	38490
caPeak	Singleton	ENSG00000117650.13	16145
caPeak	Singleton	ENSG00000228793.3	60410
caPeak	Singleton	ENSG00000228793.3	7706
caPeak	Singleton	ENSG00000228793.3	8444
caPeak	Singleton	ENSG00000228793.3	64159
caPeak	Singleton	ENSG00000168994.14	8180
caPeak	Singleton	ENSG00000145945.7	25023
caPeak	Singleton	ENSG00000260604.3	60
caPeak	Complex	ENSG00000260604.3	7610
caPeak	Singleton	ENSG00000260604.3	18002
caPeak	Singleton	ENSG00000288904.2	61804
caPeak	Singleton	ENSG00000198721.13	92193
caPeak	Singleton	ENSG00000231811.4	71821
caPeak	Singleton	ENSG00000231811.4	4860
caPeak	Singleton	ENSG00000272142.4	71853
caPeak	Singleton	ENSG00000272142.4	29590
caPeak	Singleton	ENSG00000271978.2	46395
caPeak	Complex	ENSG00000219607.4	11397
caPeak	Complex	ENSG00000219607.4	18040
caPeak	Singleton	ENSG00000219607.4	50641
caPeak	Singleton	ENSG00000219607.4	60911
caPeak	Singleton	ENSG00000219607.4	86344
caPeak	Singleton	ENSG00000214113.11	32754
caPeak	Singleton	ENSG00000145982.13	26633
caPeak	Complex	ENSG00000143476.18	94230
caPeak	Complex	ENSG00000143476.18	63666
caPeak	Singleton	ENSG00000261211.2	58982
caPeak	Singleton	ENSG00000261211.2	4246
caPeak	Singleton	ENSG00000124782.21	58526
caPeak	Singleton	ENSG00000220472.1	80831
caPeak	Singleton	ENSG00000096696.16	41310
caPeak	Singleton	ENSG00000096696.16	34956
caPeak	Singleton	ENSG00000259040.5	45147
caPeak	Singleton	ENSG00000111846.20	11302
caPeak	Singleton	ENSG00000226251.8	6385
caPeak	Singleton	ENSG00000066027.12	6662
caPeak	Singleton	ENSG00000153157.14	2077
caPeak	Singleton	ENSG00000197977.4	70213
caPeak	Singleton	ENSG00000111859.17	93601
caPeak	Singleton	ENSG00000205269.6	58543
caPeak	Complex	ENSG00000205269.6	47181
caPeak	Singleton	ENSG00000260805.3	23564
caPeak	Singleton	ENSG00000212802.4	71308
caPeak	Singleton	ENSG00000212802.4	2089
caPeak	Singleton	ENSG00000112137.19	89299
caPeak	Complex	ENSG00000215022.8	13403
caPeak	Complex	ENSG00000215022.8	1199
caPeak	Singleton	ENSG00000145990.11	24416
caPeak	Complex	ENSG00000124523.17	32
caPeak	Singleton	ENSG00000008083.14	44001
caPeak	Complex	ENSG00000008083.14	65834
caPeak	Singleton	ENSG00000007944.15	77593
caPeak	Singleton	ENSG00000137198.10	29180
caPeak	Singleton	ENSG00000137198.10	31310
caPeak	Singleton	ENSG00000229931.3	92349
caPeak	Singleton	ENSG00000272341.1	12648
caPeak	Complex	ENSG00000230873.9	89459
caPeak	Complex	ENSG00000112186.13	2064
caPeak	Complex	ENSG00000112186.13	39977
caPeak	Singleton	ENSG00000137414.7	20302
caPeak	Singleton	ENSG00000136643.12	28474
caPeak	Singleton	ENSG00000165097.16	54549
caPeak	Singleton	ENSG00000124795.17	24616
caPeak	Complex	ENSG00000137393.10	964
caPeak	Singleton	ENSG00000137393.10	2518
caPeak	Complex	ENSG00000137393.10	36227
caPeak	Singleton	ENSG00000137393.10	70680
caPeak	Complex	ENSG00000214012.4	23555
caPeak	Complex	ENSG00000231050.3	8305
caPeak	Complex	ENSG00000137261.15	62053
caPeak	Complex	ENSG00000111913.20	75349
caPeak	Singleton	ENSG00000111913.20	20066
caPeak	Singleton	ENSG00000079691.19	27057
caPeak	Singleton	ENSG00000079691.19	63449
caPeak	Singleton	ENSG00000112343.11	82533
caPeak	Complex	ENSG00000142634.13	14599
caPeak	Singleton	ENSG00000112763.17	3173
caPeak	Singleton	ENSG00000290474.1	85176
caPeak	Singleton	ENSG00000224843.8	84801
caPeak	Singleton	ENSG00000281706.5	11635
caPeak	Singleton	ENSG00000196747.5	96504
caPeak	Singleton	ENSG00000197238.5	65137
caPeak	Singleton	ENSG00000269293.5	37182
caPeak	Singleton	ENSG00000261839.1	37649
caPeak	Complex	ENSG00000226314.9	92512
caPeak	Complex	ENSG00000137288.10	57068
caPeak	Complex	ENSG00000137288.10	25559
caPeak	Singleton	ENSG00000137288.10	76383
caPeak	Complex	ENSG00000137288.10	68443
caPeak	Complex	ENSG00000137288.10	28662
caPeak	Singleton	ENSG00000161904.13	36866
caPeak	Singleton	ENSG00000161904.13	38062
caPeak	Singleton	ENSG00000161904.13	41670
caPeak	Singleton	ENSG00000124493.14	87243
caPeak	Singleton	ENSG00000124493.14	77426
caPeak	Singleton	ENSG00000225339.4	63584
caPeak	Singleton	ENSG00000124507.11	31377
caPeak	Singleton	ENSG00000124507.11	89059
caPeak	Singleton	ENSG00000143499.14	18558
caPeak	Singleton	ENSG00000272288.8	36654
caPeak	Singleton	ENSG00000096063.16	66616
caPeak	Singleton	ENSG00000156711.17	21016
caPeak	Complex	ENSG00000189325.7	9663
caPeak	Complex	ENSG00000112079.9	19554
caPeak	Singleton	ENSG00000112081.17	45945
caPeak	Singleton	ENSG00000124762.14	16635
caPeak	Singleton	ENSG00000231050.3	99727
caPeak	Singleton	ENSG00000124762.14	24792
caPeak	Complex	ENSG00000137168.8	17852
caPeak	Complex	ENSG00000226976.3	81471
caPeak	Singleton	ENSG00000226976.3	26928
caPeak	Singleton	ENSG00000112130.17	3138
caPeak	Singleton	ENSG00000198937.9	12694
caPeak	Singleton	ENSG00000112139.17	63569
caPeak	Singleton	ENSG00000112139.17	42834
caPeak	Singleton	ENSG00000152104.12	26633
caPeak	Singleton	ENSG00000124767.7	90281
caPeak	Singleton	ENSG00000112164.6	12562
caPeak	Complex	ENSG00000112164.6	15432
caPeak	Singleton	ENSG00000112167.11	59459
caPeak	Singleton	ENSG00000112167.11	8950
caPeak	Singleton	ENSG00000164627.18	10429
caPeak	Complex	ENSG00000146122.17	19830
caPeak	Singleton	ENSG00000124615.20	10686
caPeak	Singleton	ENSG00000226070.2	11851
caPeak	Singleton	ENSG00000124602.10	60334
caPeak	Singleton	ENSG00000124701.6	8821
caPeak	Singleton	ENSG00000137166.18	70439
caPeak	Singleton	ENSG00000112561.19	6654
caPeak	Singleton	ENSG00000112619.8	17901
caPeak	Singleton	ENSG00000112624.14	10800
caPeak	Complex	ENSG00000124574.15	12783
caPeak	Singleton	ENSG00000172426.16	4384
